・0157

◆ バクフーンが覚える技
技名	タイプ	分類	威力	命中	PP	接触	説明
シャドーボール	ゴースト	特殊	80	100	16	×	20%の確率で相手の『とくぼう』ランクを1段階下げる。
たたりめ	ゴースト	特殊	65	100	12	×	相手が状態異常の時、威力が2倍になる。
ナイトヘッド	ゴースト	特殊	-	100	16	×	自分のレベルと同じ値の固定ダメージを与える。『ノーマル』タイプには無効だが、それ以外のタイプ相性の影響を受けない。
のろい	ゴースト	変化	-	-	12	×	自分のタイプが『ゴースト』タイプの時は自分のHPを最大HPの半分だけ減らして、相手を『のろい』状態にする。『のろい』状態になると毎ターン、HPが最大HPの1/4ずつ減る。それ以外のポケモンの場合『すばやさ』ランクが1段階下がり、『こうげき』『ぼうぎょ』ランクが1段階ずつ上がる。
あやしいひかり	ゴースト	変化	-	100	12	×	相手を1~4ターンの間『こんらん』状態にする。
げきりん	ドラゴン	物理	120	100	12	○	自分は『あばれ』状態となり、2~3ターン連続で攻撃し、他の行動はできない。その後1~4ターンの間『こんらん』状態になる。
ドラゴンダイブ	ドラゴン	物理	100	75	12	○	20%の確率で相手をひるませる。相手が『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。
ドラゴンクロー	ドラゴン	物理	80	100	16	○	通常攻撃。
ワイドブレイカー	ドラゴン	物理	60	100	16	○	相手全体が対象。100%の確率で相手の『こうげき』ランクを1段階下げる。
ドラゴンテール	ドラゴン	物理	60	90	12	○	必ず後攻になる(優先度:-6)。攻撃後、相手のポケモンを強制的に交代させる。野生のポケモンの場合は戦闘を終了する。ダイマックスしている相手には追加効果は無効。
ドラゴンアロー	ドラゴン	物理	50	100	12	×	1ターンに2回連続で攻撃する。相手が2匹いる場合は、それぞれに1回ずつ攻撃する。ただし、技『まもる』やタイプ相性などでダメージを与えられない時は片方に2回攻撃する。
りゅうせいぐん	ドラゴン	特殊	130	90	8	×	攻撃後、100%の確率で自分の『とくこう』ランクが2段階下がる。
りゅうのはどう	ドラゴン	特殊	85	100	12	×	通常攻撃。
ドラゴンエール	ドラゴン	変化	-	-	16	×	自分を除く味方全体を『きゅうしょアップ』状態(急所ランク1段階)にして、今後使う技が急所に当たりやすくなる(すでに『きゅうしょアップ』状態の時は失敗する)。対象の味方が『ドラゴン』タイプの場合は、2段階上がる。音系の技。
りゅうのまい	ドラゴン	変化	-	-	20	×	自分の『こうげき』『すばやさ』ランクを1段階ずつ上げる。
ふいうち	あく	物理	70	100	8	○	必ず先制できる(優先度:+1)。そのターン相手が選んだ技が攻撃技ではない場合や、優先度などの関係ですでに攻撃を終えていた場合は失敗する。相手が『ねむり』『こおり』状態でも攻撃技を選択していれば成功する。
ダメおし	あく	物理	60	100	12	○	そのターン、相手が既にダメージを受けている時、威力が2倍になる。
どろぼう	あく	物理	60	100	20	○	相手が持っている道具を自分の物にする。自分が既に道具を持っている場合は失敗するが、技『はたきおとす』で自分の道具が無効化されている時は奪う事ができ、道具は上書きされる。トレーナー戦の場合はバトル終了後になくなる。
かみつく	あく	物理	60	100	20	○	30%の確率で相手をひるませる。
ふくろだたき	あく	物理	-	100	12	×	自分を含む『ひんし』や状態異常でない『てもち』のポケモンの数だけ攻撃する。
はがねのつばさ	はがね	物理	70	90	20	○	10%の確率で自分の『ぼうぎょ』ランクが1段階上がる。

・0899

◆ アヤシシが覚える技
技名	タイプ	分類	威力	命中	PP	接触	説明
ギガインパクト	ノーマル	物理	150	90	8	○	使用した次のターンは行動できない。
すてみタックル	ノーマル	物理	120	100	16	○	相手に与えたダメージの33%を自分も受ける。
あばれる	ノーマル	物理	120	100	12	○	自分は『あばれ』状態となり、2~3ターン連続で攻撃し、他の行動はできない。その後1~4ターンの間『こんらん』状態になる。
のしかかり	ノーマル	物理	85	100	16	○	30%の確率で相手を『まひ』状態にする。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。
からげんき	ノーマル	物理	70	100	20	○	自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
はかいこうせん	ノーマル	特殊	150	90	8	×	使用した次のターンは行動できない。
さわぐ	ノーマル	特殊	90	100	12	×	3ターン連続で攻撃し、その間はすべてのポケモンが『ねむり』状態にならない。音系の技。相手の『みがわり』状態を貫通する。
てだすけ	ノーマル	変化	-	-	20	×	必ず先制できる(優先度:+5)。使用したターンの間、味方の技の威力を1.5倍にする。
じこあんじ	ノーマル	変化	-	-	12	×	相手の能力ランクの変化を、すべて自分にコピーする。
ねごと	ノーマル	変化	-	-	12	×	自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
こらえる	ノーマル	変化	-	-	12	×	必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。
こわいかお	ノーマル	変化	-	100	12	×	相手の『すばやさ』ランクを2段階下げる。
まもる	ノーマル	変化	-	-	8	×	必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。具体的には、最初は成功するが、使う度に成功率が1/3になっていく(失敗するとリセットされる)。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
みがわり	ノーマル	変化	-	-	12	×	自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。相手のダイマックス技も防げるが、自分がダイマックスすると分身が消える。
かなしばり	ノーマル	変化	-	100	20	×	相手が最後に使った技を4ターンの間使えなくする。
ほえる	ノーマル	変化	-	-	20	×	必ず後攻になる(優先度:-6)。相手のポケモンを強制的に交代させる。野生のポケモンの場合は戦闘を終了する。自分の命中率、相手の回避率に関係なく必ず命中する。相手の『まもる』『みきり』『トーチカ』『ニードルガード』『ブロッキング』『スレッドトラップ』『かえんのまもり』の効果を受けない。音系の技。相手の『みがわり』状態を貫通する。ダイマックスしている相手には無効。野生のポケモンの場合、相手が自分のレベルより高い場合は失敗する。
くさわけ	くさ	物理	50	100	20	○	100%の確率で自分の『すばやさ』ランクが1段階上がる。
ソーラービーム	くさ	特殊	120	100	12	×	1ターン目は攻撃せずに、2ターン目で攻撃する。天気が『にほんばれ』の時は1ターンためずに攻撃でき、『あめ』『ゆき』『すなあらし』の時は威力が半分になる。
